Bit Size,Bit Type,Bit Mfg,Bit Serial Number,Depth In,Depth Out,Distance,Hrs,ROP,I,O,MD,LOC,B,G,OD,RP,Official Well Name,Formation Summary,Operator,Spud,Run Date,Rig Contractor,Rig Name,State / Province,County / Parish,Mud Code,Mud Wt Avg,Mud Wt Max,Mud Wt Min,Latitude,Longitude,Az In,Az Out,Inc In,Inc Max,Inc Min,Inc Out,Dir Type,BHA Type,Field,Bit Nozzle Summary,Bit TFA,
12.250,VY616P,VAREL,4011329,9233,10172,939,14.25,65.89,1,1,WT,A,X,,NO,TD,ANGUS TRUST 3-33-4XHM,MRMC,CONTINENTAL RESOURCES,3-May-19,,HELMERICH & PAYNE DRILLING,543,OKLAHOMA,BLAINE,O,,,,35.738604,-98.482132,,,,,,,V,,,,,
8.750,V613,VAREL,4011561,10172,11755,1583,36,43.97,1,3,WT,G,X,1,CT,BHA,ANGUS TRUST 3-33-4XHM,MRMC,CONTINENTAL RESOURCES,3-May-19,,HELMERICH & PAYNE DRILLING,543,OKLAHOMA,BLAINE,O,,,,35.738604,-98.482132,,,,,,,H,,,,,
8.750,GTD64,SECURITY,13026519,11755,12442,687,30,22.90,1,2,LT,G,X,,WT,BHA,ANGUS TRUST 3-33-4XHM,MRMC,CONTINENTAL RESOURCES,3-May-19,,HELMERICH & PAYNE DRILLING,543,OKLAHOMA,BLAINE,O,,,,35.738604,-98.482132,,,,,,,H,,,,,
8.750,GTD55,SECURITY,13121034,12442,20338,7896,245.5,32.16,1,1,WT,S,X,,WT,BHA,ANGUS TRUST 3-33-4XHM,MRMC,CONTINENTAL RESOURCES,3-May-19,,HELMERICH & PAYNE DRILLING,543,OKLAHOMA,BLAINE,O,,,,35.738604,-98.482132,,,,,,,H,,,,,
8.750,MDSI616,SMITH BITS,JN4949,20338,22132,1794,47.25,37.97,,,,,,,,,ANGUS TRUST 3-33-4XHM,MRMC,CONTINENTAL RESOURCES,3-May-19,,HELMERICH & PAYNE DRILLING,543,OKLAHOMA,BLAINE,O,,,,35.738604,-98.482132,,,,,,,H,,,,,
17.500,HC605S,HUGHES,7035018,80,1500,1420,20,71.00,0,0,NO,A,X,,NO,TD,ANGUS TRUST 4-33-4XHW,WDFD,CONTINENTAL RESOURCES,22-May-19,,HELMERICH & PAYNE DRILLING,529,OKLAHOMA,BLAINE,W,,,,35.738736,-98.488674,,,,,,,V,,,,,
12.250,GTD55,SECURITY,13214460,1500,10204,8704,131.5,66.19,1,3,BT,G,X,,WT,TD,ANGUS TRUST 4-33-4XHW,WDFD,CONTINENTAL RESOURCES,22-May-19,,HELMERICH & PAYNE DRILLING,529,OKLAHOMA,BLAINE,O,,,,35.738736,-98.488674,,,,,,,V,,,,,
8.750,D406,HUGHES,5287439,10204,12480,2276,84,27.10,2,5,RO,G,X,,CT,BHA,ANGUS TRUST 4-33-4XHW,WDFD,CONTINENTAL RESOURCES,22-May-19,,HELMERICH & PAYNE DRILLING,529,OKLAHOMA,BLAINE,O,,,,35.738736,-98.488674,,,,,,,H,,,,,
8.750,GT64,SECURITY,13263509,12480,13104,624,44,14.18,1,3,BT,G,X,1,CT,BHA,ANGUS TRUST 4-33-4XHW,WDFD,CONTINENTAL RESOURCES,22-May-19,,HELMERICH & PAYNE DRILLING,529,OKLAHOMA,BLAINE,O,,,,35.738736,-98.488674,,,,,,,H,,,,,
8.750,F613P-F,VAREL,6022069,13104,17772,4668,132.75,35.16,0,1,WT,G,X,,NO,DMF,ANGUS TRUST 4-33-4XHW,WDFD,CONTINENTAL RESOURCES,22-May-19,,HELMERICH & PAYNE DRILLING,529,OKLAHOMA,BLAINE,O,,,,35.738736,-98.488674,,,,,,,H,,,,,
8.750,F613P-F,VAREL,4011787,17772,23216,5444,135.75,40.10,0,1,CT,S,X,,NO,TD,ANGUS TRUST 4-33-4XHW,WDFD,CONTINENTAL RESOURCES,22-May-19,,HELMERICH & PAYNE DRILLING,529,OKLAHOMA,BLAINE,O,,,,35.738736,-98.488674,,,,,,,H,,,,,
17.500,HC605S,HUGHES,7035018,81,1496,1415,24.5,57.76,0,0,NO,A,X,,NO,TD,ANGUST TRUST 5-33-4XHW,WDFD,CONTINENTAL RESOURCES,6-Jun-19,,EDGE SERVICES,5,OKLAHOMA,BLAINE,W,,,,35.738523,-98.477354,,,,,,,V,,,,,
12.250,GTD55,SECURITY,13271567,1496,8150,6654,104.25,63.83,1,3,WT,S,X,,NO,BHA,ANGUST TRUST 5-33-4XHW,WDFD,CONTINENTAL RESOURCES,6-Jun-19,,EDGE SERVICES,5,OKLAHOMA,BLAINE,O,,,,35.738523,-98.477354,,,,,,,V,,,,,
12.250,V616,VAREL,4011320,8150,9596,1446,47.75,30.28,1,3,CT,S,X,,WT,DTF,ANGUST TRUST 5-33-4XHW,WDFD,CONTINENTAL RESOURCES,6-Jun-19,,EDGE SERVICES,5,OKLAHOMA,BLAINE,O,,,,35.738523,-98.477354,,,,,,,V,,,,,
12.250,V616,VAREL,4011071,9596,10142,546,10.25,53.27,0,1,WT,S,X,,NO,TD,ANGUST TRUST 5-33-4XHW,WDFD,CONTINENTAL RESOURCES,6-Jun-19,,EDGE SERVICES,5,OKLAHOMA,BLAINE,O,,,,35.738523,-98.477354,,,,,,,V,,,,,
8.750,V616,VAREL,4011287,10142,12400,2258,45.5,49.63,1,4,CT,S,X,,WT,BHA,ANGUST TRUST 5-33-4XHW,WDFD,CONTINENTAL RESOURCES,6-Jun-19,,EDGE SERVICES,5,OKLAHOMA,BLAINE,O,,,,35.738523,-98.477354,,,,,,,V,,,,,
8.750,GTD54,SECURITY,13237983,12400,12500,100,13.75,7.27,0,1,WT,G,X,,NO,BHA,ANGUST TRUST 5-33-4XHW,WDFD,CONTINENTAL RESOURCES,6-Jun-19,,EDGE SERVICES,5,OKLAHOMA,BLAINE,O,,,,35.738523,-98.477354,,,,,,,H,,,,,
8.750,GT64,SECURITY,13263510,12500,12638,138,8,17.25,0,1,WT,G,X,,NO,DTF,ANGUST TRUST 5-33-4XHW,WDFD,CONTINENTAL RESOURCES,6-Jun-19,,EDGE SERVICES,5,OKLAHOMA,BLAINE,O,,,,35.738523,-98.477354,,,,,,,H,,,,,
8.750,GTD64DUI,SECURITY,13198939,12638,12744,106,18.5,5.73,1,2,CT,N,X,,WT,BHA,ANGUST TRUST 5-33-4XHW,WDFD,CONTINENTAL RESOURCES,6-Jun-19,,EDGE SERVICES,5,OKLAHOMA,BLAINE,O,,,,35.738523,-98.477354,,,,,,,H,,,,,
8.750,HP424,HUGHES,5297454,12744,13132,388,49.75,7.80,2,3,WT,A,E,,CT,BHA,ANGUST TRUST 5-33-4XHW,WDFD,CONTINENTAL RESOURCES,6-Jun-19,,EDGE SERVICES,5,OKLAHOMA,BLAINE,O,,,,35.738523,-98.477354,,,,,,,C,,,,,
8.750,DD506,HUGHES,5295546,13132,13905,773,26.5,29.17,0,4,CT,G,X,,WT,BHA,ANGUST TRUST 5-33-4XHW,WDFD,CONTINENTAL RESOURCES,6-Jun-19,,EDGE SERVICES,5,OKLAHOMA,BLAINE,O,,,,35.738523,-98.477354,,,,,,,H,,,,,
8.750,MDSI613,SMITH BITS,JP5916,13905,15601,1696,34.5,49.16,,,,,,,,,ANGUST TRUST 5-33-4XHW,WDFD,CONTINENTAL RESOURCES,6-Jun-19,,EDGE SERVICES,5,OKLAHOMA,BLAINE,O,,,,35.738523,-98.477354,,,,,,,H,,,,,
12.250,MM56M,SECURITY,12148065,101,1505,1404,6,234.00,1,3,BT,G,X,I,CT,TD,ARMIN 3X10-17-23 1HA,MRMC,FOURPOINT ENERGY,29-Mar-19,29-Mar-19,AKITA DRILLING,523,OKLAHOMA,ELLIS,W,,,,35.985707,-99.643708,,,,,,,V,,,,,
8.750,GT55WKHEO,SECURITY,13191840,1505,4489,2984,25,119.36,0,1,CT,G,X,I,WT,DMF,ARMIN 3X10-17-23 1HA,MRMC,FOURPOINT ENERGY,29-Mar-19,5-Apr-19,AKITA DRILLING,523,OKLAHOMA,ELLIS,W,,,,35.985707,-99.643708,,,,,,,V,,,,,
12.250,R616X,VAREL,4006551,85,753,668,3.25,205.54,1,1,FC,A,X,,NO,TD,ARYA 1404 06-01 2BH,HUNTON,REVOLUTION RESOURCES,13-Aug-19,,POWER RIG,5,OKLAHOMA,OKLAHOMA,W,,,,35.712513,-97.656696,,,,,,,V,,,,,
8.750,VY616P,VAREL,4010239,753,6339,5586,31.75,175.94,3,4,BT,S,6,2,CT,TD,ARYA 1404 06-01 2BH,HUNTON,REVOLUTION RESOURCES,13-Aug-19,,POWER RIG,5,OKLAHOMA,OKLAHOMA,O,,,,35.712513,-97.656696,,,,,,,V,,,,,
8.750,MMD65DC,SECURITY,12797061,6339,6500,161,6,26.83,1,2,WT,A,X,,WT,DMF,ARYA 1404 06-01 2BH,HUNTON,REVOLUTION RESOURCES,13-Aug-19,,POWER RIG,5,OKLAHOMA,OKLAHOMA,O,,,,35.712513,-97.656696,,,,,,,V,,,,,
8.750,MMD65DC,SECURITY,12797061,6500,7490,990,21.75,45.52,1,2,WT,G,X,,CT,TD,ARYA 1404 06-01 2BH,HUNTON,REVOLUTION RESOURCES,13-Aug-19,,POWER RIG,5,OKLAHOMA,OKLAHOMA,O,,,,35.712513,-97.656696,,,,,,,V,,,,,
6.125,MSI513,SMITH BITS,JP8132,7490,8378,888,6.5,136.62,2,3,BT,G,X,,BT,HP,ARYA 1404 06-01 2BH,HUNTON,REVOLUTION RESOURCES,13-Aug-19,,POWER RIG,5,OKLAHOMA,OKLAHOMA,O,,,,35.712513,-97.656696,,,,,,,H,,,,,
6.125,MSI513,SMITH BITS,JK1125,8378,9374,996,8.25,120.73,1,2,BT,G,X,,WT,BHA,ARYA 1404 06-01 2BH,HUNTON,REVOLUTION RESOURCES,13-Aug-19,,POWER RIG,5,OKLAHOMA,OKLAHOMA,O,,,,35.712513,-97.656696,,,,,,,H,,,,,
6.125,ATD406T,HUGHES,5298753,9374,9753,379,3,126.33,,,,,,,,,ARYA 1404 06-01 2BH,HUNTON,REVOLUTION RESOURCES,13-Aug-19,,POWER RIG,5,OKLAHOMA,OKLAHOMA,O,,,,35.712513,-97.656696,,,,,,,H,,,,,
12.250,R616X,VAREL,4006551,85,748,663,4.75,139.58,1,1,WT,A,X,,WT,TD,ARYA 1404 06-12 1BH,HUNTON,REVOLUTION RESOURCES,27-Aug-19,,POWER RIG,5,OKLAHOMA,OKLAHOMA,W,,,,35.712458,-97.656696,,,,,,,V,,,,,
8.750,VY616P,VAREL,4011075,748,6166,5418,46.25,117.15,1,3,BT,S,X,1,WT,TD,ARYA 1404 06-12 1BH,HUNTON,REVOLUTION RESOURCES,27-Aug-19,,POWER RIG,5,OKLAHOMA,OKLAHOMA,O,,,,35.712458,-97.656696,,,,,,,V,,,,,
8.750,MMD65DC,SECURITY,12940417,6166,7466,1300,26.75,48.60,,,,,,,,,ARYA 1404 06-12 1BH,HUNTON,REVOLUTION RESOURCES,27-Aug-19,,POWER RIG,5,OKLAHOMA,OKLAHOMA,O,,,,35.712458,-97.656696,,,,,,,V,,,,,
6.125,MSI513,SMITH BITS,JP8131,7466,13766,6300,43,146.51,,,,,,,,,ARYA 1404 06-12 1BH,HUNTON,REVOLUTION RESOURCES,27-Aug-19,,POWER RIG,5,OKLAHOMA,OKLAHOMA,O,,,,35.712458,-97.656696,,,,,,,H,,,,,
12.250,R616X,VAREL,4006551,80,728,648,5.25,123.43,1,1,NO,A,X,,NO,TD,ARYA 1404 06-32 3BH,HUNTON,REVOLUTION RESOURCES,1-Aug-19,,POWER RIG,5,OKLAHOMA,OKLAHOMA,W,,,,35.712568,-97.656697,,,,,,,V,,,,,
8.750,VY616P,VAREL,4010755,728,6305,5577,29.5,189.05,1,2,CT,G,X,,ER,TD,ARYA 1404 06-32 3BH,HUNTON,REVOLUTION RESOURCES,1-Aug-19,,POWER RIG,5,OKLAHOMA,OKLAHOMA,O,,,,35.712568,-97.656697,,,,,,,V,,,,,
8.750,MMD65DC,SECURITY,12932467,6305,6623,318,12,26.50,,,,,,,,,ARYA 1404 06-32 3BH,HUNTON,REVOLUTION RESOURCES,1-Aug-19,,POWER RIG,5,OKLAHOMA,OKLAHOMA,O,,,,35.712568,-97.656697,,,,,,,V,,,,,
8.750,MMD65DC,SECURITY,12932467,6623,7485,862,14,61.57,1,1,WT,G,X,,,TD,ARYA 1404 06-32 3BH,HUNTON,REVOLUTION RESOURCES,1-Aug-19,,POWER RIG,5,OKLAHOMA,OKLAHOMA,O,,,,35.712568,-97.656697,,,,,,,V,,,,,
6.125,MSI513,SMITH BITS,JP8131,7485,8924,1439,10.75,133.86,2,2,WT,G,X,,BT,DTF,ARYA 1404 06-32 3BH,HUNTON,REVOLUTION RESOURCES,1-Aug-19,,POWER RIG,5,OKLAHOMA,OKLAHOMA,O,,,,35.712568,-97.656697,,,,,,,H,,,,,
6.125,MSI513,SMITH BITS,JP5900,8924,12188,3264,31,105.29,,,,,,,,,ARYA 1404 06-32 3BH,HUNTON,REVOLUTION RESOURCES,1-Aug-19,,POWER RIG,5,OKLAHOMA,OKLAHOMA,O,,,,35.712568,-97.656697,,,,,,,H,,,,,
12.250,MMD65D,SECURITY,12946331,90,1005,915,7,130.71,0,0,NO,A,X,I,NO,TD,ATLAS 1H-25-24X,WDFD,TRP ENERGY,1-Feb-19,,UNIT DRILLING,314,OKLAHOMA,MCCLAIN,W,,8.4,8.4,35.226315,-97.572472,,,,,,,V,,,,,
8.750,XS616,SMITH BITS,JM9400,1005,8486,7481,40,187.03,1,1,CT,S,X,I,ER,BHA,ATLAS 1H-25-24X,WDFD,TRP ENERGY,1-Feb-19,,UNIT DRILLING,314,OKLAHOMA,MCCLAIN,O,,9.15,9.15,35.226315,-97.572472,,,,,,,V,,,,,
8.750,GTD64DC,SECURITY,12951190,8486,8994,508,11,46.18,3,1,CD,N,X,I,CT,BHA,ATLAS 1H-25-24X,WDFD,TRP ENERGY,1-Feb-19,,UNIT DRILLING,314,OKLAHOMA,MCCLAIN,O,,8.95,8.95,35.226315,-97.572472,,,,,,,C,,,,,
8.750,GTD64FU,SECURITY,13130638,8994,9126,132,2.5,52.80,0,1,CT,S,X,I,NO,BHA,ATLAS 1H-25-24X,WDFD,TRP ENERGY,1-Feb-19,,UNIT DRILLING,314,OKLAHOMA,MCCLAIN,O,,8.95,8.95,35.226315,-97.572472,,,,,,,C,,,,,
8.750,SKC713M-K1,REEDHYCALOG,A259292,9126,13566,4440,65.6,67.68,1,3,RO,S,X,I,WT,PR,ATLAS 1H-25-24X,WDFD,TRP ENERGY,1-Feb-19,,UNIT DRILLING,314,OKLAHOMA,MCCLAIN,O,,9.1,9.1,35.226315,-97.572472,,,,,,,H,,,,,
8.750,SK713D,REEDHYCALOG,A236682,13566,16371,2805,52.5,53.43,5,,,,,1,,,ATLAS 1H-25-24X,WDFD,TRP ENERGY,1-Feb-19,,UNIT DRILLING,314,OKLAHOMA,MCCLAIN,O,,9.15,9.1,35.226315,-97.572472,,,,,,,H,,,,,
8.750,SKC713M-K1,REEDHYCALOG,A251830,16371,16795,424,6.5,65.23,0,2,WO,,N,,CT,TD,ATLAS 1H-25-24X,WDFD,TRP ENERGY,1-Feb-19,,UNIT DRILLING,314,OKLAHOMA,MCCLAIN,O,,9.25,9.25,35.226315,-97.572472,,,,,,,H,,,,,
12.250,FX65,SECURITY,11828088,100,456,356,1.75,203.43,1,1,NO,A,X,I,NO,TD,B CHUBB 17-07-03 1MH,MRMC,CHISHOLM OPERATING,6-Oct-19,10/7/2019,UNIT DRILLING,28,OKLAHOMA,KINGFISHER,W,,,,35.993809,-97.939468,,,,,,,V,,SOONER TREND,15|15|15|15|15|15,1.035,
8.750,GT65DO,SECURITY,13293819,456,5960,5504,25,220.16,2,5,WT,A,X,1,LT,PR,B CHUBB 17-07-03 1MH,MRMC,CHISHOLM OPERATING,6-Oct-19,10/8/2019,UNIT DRILLING,28,OKLAHOMA,KINGFISHER,O,,,,35.993809,-97.939468,,,,,,,V,,SOONER TREND,16|16|16|16|16|16,1.178,
8.750,U616M,ULTERRA,42143,5960,7062,1102,9,122.44,1,1,CT,A,X,I,NO,BHA,B CHUBB 17-07-03 1MH,MRMC,CHISHOLM OPERATING,6-Oct-19,10/10/2019,UNIT DRILLING,28,OKLAHOMA,KINGFISHER,O,,,,35.993809,-97.939468,,,,,,,V,,SOONER TREND,16|16|16|16|16|16,1.178,
8.750,HP424,HUGHES,5296076,7062,7280,218,4.5,48.44,0,2,WT,S,X,I,NO,BHA,B CHUBB 17-07-03 1MH,MRMC,CHISHOLM OPERATING,6-Oct-19,10/12/2019,UNIT DRILLING,28,OKLAHOMA,KINGFISHER,O,,,,35.993809,-97.939468,,,,,,,V,,SOONER TREND,16|16|16|16,0.785,
8.750,VGD-30,HUGHES,5304900,7280,7717,437,25.5,17.14,4,2,BT,M,E,I,WT,PR,B CHUBB 17-07-03 1MH,MRMC,CHISHOLM OPERATING,6-Oct-19,11/12/2019,UNIT DRILLING,28,OKLAHOMA,KINGFISHER,O,,,,35.993809,-97.939468,,,,,,,V,,SOONER TREND,18|18|18,0.746,
8.750,VGD-30,HUGHES,5302724,7717,7838,121,12,10.08,1,2,WT,A,E,I,NO,TD,B CHUBB 17-07-03 1MH,MRMC,CHISHOLM OPERATING,6-Oct-19,10/13/2019,UNIT DRILLING,28,OKLAHOMA,KINGFISHER,O,,,,35.993809,-97.939468,,,,,,,V,,SOONER TREND,18|18|18,0.746,
6.125,CF613,ULTERRA,48161,7838,15732,5222,89,58.67,,,,,,,,,B CHUBB 17-07-03 1MH,MRMC,CHISHOLM OPERATING,6-Oct-19,10/20/2019,UNIT DRILLING,28,OKLAHOMA,KINGFISHER,O,,,,35.993809,-97.939468,,,,,,,H,,SOONER TREND,12|12|12|12|12|12,0.663,
12.250,DP606X,HUGHES,,80,1486,1406,38.50,36.52,,,,,,,,,BANFF 1207 2UMH-29,MRMC,CHAPARRAL ENERGY,4-Oct-19,4-Oct-19,NABORS,M43,OKLAHOMA,CANADIAN,W,,,,35.479478,-97.959647,149.52,158.77,0.54,0.59,0.54,0.59,V,,,,,
8.750,DD506TX,HUGHES,5284888,1486,6972,5469,34.50,158.52,,,,,,,,,BANFF 1207 2UMH-29,MRMC,CHAPARRAL ENERGY,4-Oct-19,8-Oct-19,NABORS,M43,OKLAHOMA,CANADIAN,O,,9.00,9.00,35.479478,-97.959647,236.22,239.16,8.48,8.48,8.47,8.47,V,,,,,
8.750,DD506TX,HUGHES,5284888,6972,7085,113,5.00,22.60,1,1,WT,A,X,,WT,TD,BANFF 1207 2UMH-29,MRMC,CHAPARRAL ENERGY,4-Oct-19,,NABORS,M43,OKLAHOMA,CANADIAN,O,,,,35.479478,-97.959647,,,,,,,V,,,,,
8.750,TXT616D6,TAUREX,S11157,7085,9303,2218,34.50,64.29,1,1,WT,A,X,,NO,TD,BANFF 1207 2UMH-29,MRMC,CHAPARRAL ENERGY,4-Oct-19,,NABORS,M43,OKLAHOMA,CANADIAN,O,,,,35.479478,-97.959647,,,,,,,V,,,,,
6.125,MDSI613,SMITH BITS,JM6858,9303,10253,950,32.50,29.23,1,1,CT,G,X,,NO,TD,BANFF 1207 2UMH-29,MRMC,CHAPARRAL ENERGY,4-Oct-19,,NABORS,M43,OKLAHOMA,CANADIAN,O,,,,35.479478,-97.959647,,,,,,,C,,,,,
6.125,CF513,ULTERRA,47725,10253,13084,2831,33.00,85.79,,,,,,,,,BANFF 1207 2UMH-29,MRMC,CHAPARRAL ENERGY,4-Oct-19,,NABORS,M43,OKLAHOMA,CANADIAN,O,,8.90,8.90,35.479478,-97.959647,359.20,0.90,92.40,92.40,90.90,90.90,H,,,,,
12.250,UNKNOWN,HUGHES,,80,1495,1415,32,44.22,,,,,,,,,BANFF 1207 3LMH-29,MRMC,CHAPARRAL ENERGY,2-Oct-19,,NABORS,M43,OKLAHOMA,CANADIAN,W,,,,35.479478,-97.959596,,,,,,,V,,EL RENO,,,
8.750,CM41D1MRS,VAREL,,1495,6500,4987,44,113.34,1,2,WT,S,N,,WT,PR,BANFF 1207 3LMH-29,MRMC,CHAPARRAL ENERGY,2-Oct-19,,NABORS,M43,OKLAHOMA,CANADIAN,O,,,,35.479478,-97.959596,113.66,129.47,0.47,0.55,0.47,0.55,V,,EL RENO,16|16|16|16|16|16,1.178,
8.750,F613P-F,VAREL,4011741,6500,9575,3075,47.5,64.74,1,1,WT,S,X,,NO,TD,BANFF 1207 3LMH-29,MRMC,CHAPARRAL ENERGY,2-Oct-19,,NABORS,M43,OKLAHOMA,CANADIAN,O,,9,9,35.479478,-97.959596,48.5,52.8,0.1,1.3,0.1,1.3,V,,EL RENO,16|16|16|16|16|16,1.178,
6.125,GTD64CHE,SECURITY,13157337,9575,10420,845,26.5,31.89,1,1,WT,S,X,,NO,TD,BANFF 1207 3LMH-29,MRMC,CHAPARRAL ENERGY,2-Oct-19,,NABORS,M43,OKLAHOMA,CANADIAN,O,,,,35.479478,-97.959596,,,,,,,C,,EL RENO,,,
6.125,GTD64WRK,SECURITY,13239592,10420,15275,4970,128,38.83,1,1,NO,,X,,NO,TD,BANFF 1207 3LMH-29,MRMC,CHAPARRAL ENERGY,2-Oct-19,,NABORS,M43,OKLAHOMA,CANADIAN,O,,9,9,35.479478,-97.959596,359.7,1.5,90.1,90.1,89.9,89.9,C,,EL RENO,14|14|14|16|16|16,1.04,
12.250,DP605S,HUGHES,5283906,76,903,827,5,165.40,,,,,,,,,BANFF 1207 5LMH-29,MRMC,CHAPARRAL ENERGY,18-Oct-19,,NABORS,M43,OKLAHOMA,CANADIAN,W,,,,35.479478,-97.959546,,,,,,,V,,EL RENO,11|11|14|14|14|14|14,0.937,
8.750,D506,HUGHES,5302801,903,1209,306,3,102.00,,,,,,,,,BANFF 1207 5LMH-29,MRMC,CHAPARRAL ENERGY,18-Oct-19,,NABORS,M43,OKLAHOMA,CANADIAN,O,,8.5,8.5,35.479478,-97.959546,220,209.98,3.06,3.06,1.84,1.84,V,,EL RENO,16|16|16|16|16|16,1.178,
17.500,TK59,REEDHYCALOG,A247926,106,752,646,4,161.50,0,0,NO,A,X,,NO,TD,BARBARO 5-32-29-10-5 2WXH,WDFD,ROAN RESOURCES,1-Jan-19,,HELMERICH & PAYNE DRILLING,450,OKLAHOMA,CANADIAN,W,,,,35.369326,-97.74316,,,,,,,V,,,,,
12.250,TK66-I1,REEDHYCALOG,A255550,752,4889,4137,25.5,162.24,1,1,NO,A,X,,NO,TD,BARBARO 5-32-29-10-5 2WXH,WDFD,ROAN RESOURCES,1-Jan-19,,HELMERICH & PAYNE DRILLING,450,OKLAHOMA,CANADIAN,O,,,,35.369326,-97.74316,,,,,,,V,,,,,
8.750,TKC66-P2,REEDHYCALOG,A258842,4889,7658,2769,24.25,114.19,1,2,WT,T,X,,NO,DTF,BARBARO 5-32-29-10-5 2WXH,WDFD,ROAN RESOURCES,1-Jan-19,,HELMERICH & PAYNE DRILLING,450,OKLAHOMA,CANADIAN,O,,,,35.369326,-97.74316,,,,,,,V,,,,,
8.750,SPL613,ULTERRA,43670,7658,8541,883,6.75,130.81,0,0,NO,A,X,,NO,BHA,BARBARO 5-32-29-10-5 2WXH,WDFD,ROAN RESOURCES,1-Jan-19,,HELMERICH & PAYNE DRILLING,450,OKLAHOMA,CANADIAN,O,,,,35.369326,-97.74316,,,,,,,V,,,,,
8.750,GTD64DUHE,SECURITY,13132733,8541,9515,974,18.25,53.37,1,2,BT,G,X,,WT,BHA,BARBARO 5-32-29-10-5 2WXH,WDFD,ROAN RESOURCES,1-Jan-19,,HELMERICH & PAYNE DRILLING,450,OKLAHOMA,CANADIAN,O,,,,35.369326,-97.74316,,,,,,,C,,,,,
8.750,SPL616,ULTERRA,44975,9515,12475,2960,30,98.67,2,6,WT,T,X,2,CT,PR,BARBARO 5-32-29-10-5 2WXH,WDFD,ROAN RESOURCES,1-Jan-19,,HELMERICH & PAYNE DRILLING,450,OKLAHOMA,CANADIAN,O,,,,35.369326,-97.74316,,,,,,,V,,,,,
8.750,U613,ULTERRA,40787,12475,13945,1470,22.75,64.62,1,3,CT,T,X,3,BT,PR,BARBARO 5-32-29-10-5 2WXH,WDFD,ROAN RESOURCES,1-Jan-19,,HELMERICH & PAYNE DRILLING,450,OKLAHOMA,CANADIAN,O,,,,35.369326,-97.74316,,,,,,,H,,,,,
8.750,GT74WRHE,SECURITY,13159039,13945,16715,2770,48.25,57.41,2,1,WT,N,X,,BT,HP,BARBARO 5-32-29-10-5 2WXH,WDFD,ROAN RESOURCES,1-Jan-19,,HELMERICH & PAYNE DRILLING,450,OKLAHOMA,CANADIAN,O,,,,35.369326,-97.74316,,,,,,,H,,,,,
8.750,GTD74WREHE,SECURITY,13159035,16715,19239,2524,42.75,59.04,1,2,BT,T,X,,CT,BHA,BARBARO 5-32-29-10-5 2WXH,WDFD,ROAN RESOURCES,1-Jan-19,,HELMERICH & PAYNE DRILLING,450,OKLAHOMA,CANADIAN,O,,,,35.369326,-97.74316,,,,,,,H,,,,,
8.750,TKC63-I1,REEDHYCALOG,A256566,19239,20928,1689,29.5,57.25,1,2,WT,S,X,,CT,PR,BARBARO 5-32-29-10-5 2WXH,WDFD,ROAN RESOURCES,1-Jan-19,,HELMERICH & PAYNE DRILLING,450,OKLAHOMA,CANADIAN,O,,,,35.369326,-97.74316,,,,,,,H,,,,,
8.500,SPL616,ULTERRA,46418,20928,22176,1248,13.5,92.44,8,2,CR,N,X,,CT,PR,BARBARO 5-32-29-10-5 2WXH,WDFD,ROAN RESOURCES,1-Jan-19,,HELMERICH & PAYNE DRILLING,450,OKLAHOMA,CANADIAN,O,,,,35.369326,-97.74316,,,,,,,H,,,,,
8.500,U713M,ULTERRA,40018,22176,22390,214,5,42.80,,,,,,,,,BARBARO 5-32-29-10-5 2WXH,WDFD,ROAN RESOURCES,1-Jan-19,,HELMERICH & PAYNE DRILLING,450,OKLAHOMA,CANADIAN,O,,,,35.369326,-97.74316,,,,,,,H,,,,,
12.250,U519S,ULTERRA,,105,829,724,4.5,160.89,0,0,NO,A,X,I,NO,TD,BARNES 2013 1-31H,MISSISIPIAN,SANDRIDGE ENERGY,18-Feb-19,,UNIT DRILLING,305,OKLAHOMA,MAJOR,O,,,,36.17288,-98.63386,,,,,,,V,,,,,
8.750,U613,ULTERRA,,829,7436,6607,59.75,110.58,1,3,CT,S,X,I,NO,CP,BARNES 2013 1-31H,MISSISIPIAN,SANDRIDGE ENERGY,18-Feb-19,,UNIT DRILLING,305,OKLAHOMA,MAJOR,O,,,,36.17288,-98.63386,,,,,,,V,,,,,
8.750,MDSI613UEPX,SMITH BITS,,7436,8240,804,11.5,69.91,,,,,,,,,BARNES 2013 1-31H,MISSISIPIAN,SANDRIDGE ENERGY,18-Feb-19,,UNIT DRILLING,305,OKLAHOMA,MAJOR,O,,,,36.17288,-98.63386,,,,,,,V,,,,,
6.125,CF613,ULTERRA,42146,8240,9211,971,36,26.97,1,1,WT,S,X,I,NO,BHA,BARNES 2013 1-31H,MISSISIPIAN,SANDRIDGE ENERGY,18-Feb-19,,UNIT DRILLING,305,OKLAHOMA,MAJOR,O,,,,36.17288,-98.63386,,,,,,,H,,,,,
6.125,D406TW,HUGHES,5294483,9211,12718,3507,75.5,46.45,,,,,,,,TD,BARNES 2013 1-31H,MISSISIPIAN,SANDRIDGE ENERGY,18-Feb-19,,UNIT DRILLING,305,OKLAHOMA,MAJOR,O,,,,36.17288,-98.63386,,,,,,,H,,,,,
